pid,block,cond,keypress,acc,rt
002,3,novel,p,1,0.9419
002,3,novel,p,1,0.8871
002,3,learned,q,1,1.5721
002,3,learned,p,0,1.2377
002,3,novel,p,1,0.7761
002,3,learned,p,0,0.8707
002,3,novel,p,1,0.9195
002,3,novel,p,1,0.8863
002,3,novel,p,1,0.7769
002,3,novel,q,0,1.1187
002,3,novel,p,1,0.9024
002,3,novel,p,1,0.7606
002,3,novel,p,1,0.7361
002,3,novel,p,1,1.052
002,3,novel,p,1,0.8378
002,3,novel,p,1,1.2037
002,3,novel,p,1,0.6524
002,3,learned,p,0,0.7877
002,3,novel,p,1,0.9689
002,3,learned,p,0,0.836
002,3,learned,q,1,0.9324
002,3,novel,p,1,0.8998
002,3,novel,q,0,1.3358
002,3,novel,q,0,1.4211
002,3,learned,q,1,0.8406
002,3,learned,p,0,1.1045
002,3,learned,p,0,1.2873000000000001
002,3,learned,q,1,1.0369
002,3,novel,q,0,1.0995
002,3,learned,p,0,0.8688
002,3,learned,p,0,0.7702
002,3,learned,p,0,1.3661
002,3,learned,q,1,0.9041
002,3,learned,q,1,1.8526
002,3,novel,p,1,1.0265
002,3,novel,p,1,0.7183
002,3,learned,q,1,1.1844
002,3,learned,p,0,1.1025
002,3,learned,q,1,0.9219
002,3,learned,q,1,1.3027
002,3,learned,q,1,1.1737
002,3,novel,p,1,1.0015
002,3,learned,q,1,0.9332
002,3,learned,q,1,1.243
002,3,novel,q,0,1.3161
002,3,learned,q,1,0.8502
002,3,learned,q,1,1.1027
002,3,learned,q,1,0.9523
002,3,novel,p,1,0.9376
002,3,learned,p,0,0.9056
002,3,novel,p,1,0.8537
002,3,novel,p,1,0.9869
002,3,learned,q,1,0.8712
002,3,novel,p,1,1.2694
003,1,novel,q,0,1.2365
003,1,learned,q,1,1.0126
003,1,learned,q,1,0.8157
003,1,learned,q,1,1.5462
003,1,novel,p,1,1.1646
003,1,learned,p,0,1.3792
003,1,learned,q,1,1.1875
003,1,learned,p,0,1.1988
003,1,novel,p,1,0.9163
003,1,novel,p,1,0.9962
003,1,learned,q,1,1.3894
003,1,learned,p,0,1.0825
003,1,novel,p,1,1.1506
003,1,novel,q,0,0.9951
003,1,learned,q,1,0.8619
003,1,novel,p,1,0.8158
003,1,novel,p,1,0.9728
003,1,learned,q,1,0.7159
003,1,novel,p,1,0.7569
003,1,learned,p,0,0.8895
003,1,novel,p,1,0.9636
003,1,learned,q,1,1.1125
003,1,novel,p,1,1.4795
003,1,novel,p,1,0.8796
003,1,novel,p,1,0.8821
003,1,learned,p,0,1.121
003,1,learned,p,0,0.9231
003,1,learned,q,1,0.9169
003,1,novel,q,0,1.164
003,1,learned,q,1,0.8683
003,1,novel,q,0,1.105
003,1,learned,p,0,1.1516
003,1,learned,p,0,1.0844
003,1,learned,p,0,1.1511
003,1,novel,p,1,1.2288
003,1,novel,p,1,0.7891
003,1,novel,q,0,0.8477
003,1,learned,p,0,0.8082
003,1,learned,q,1,0.8956
003,1,novel,p,1,0.9168
003,1,novel,q,0,1.2455
003,1,learned,p,0,0.9208
003,1,novel,p,1,0.8536
003,1,learned,q,1,1.285
003,1,novel,p,1,0.7252
003,1,novel,p,1,0.75
003,1,novel,p,1,1.1726
003,1,learned,p,0,1.1345
003,1,novel,p,1,1.0405
003,1,learned,p,0,1.0274
003,1,learned,p,0,0.9314
003,1,learned,q,1,1.3385
003,1,novel,p,1,0.8691
003,1,novel,p,1,1.6879
003,1,novel,p,1,1.8212
003,1,novel,q,0,1.279
003,1,novel,p,1,0.9136
003,1,learned,q,1,1.2614
003,1,learned,q,1,1.082
003,1,learned,q,1,0.8206
003,2,novel,p,1,0.9802
003,2,learned,q,1,0.65
003,2,novel,q,0,0.6646
003,2,novel,p,1,1.0537
003,2,learned,p,0,0.8275
003,2,learned,p,0,0.7574
003,2,learned,p,0,1.0863
003,2,learned,q,1,0.6565
003,2,novel,p,1,1.5644
003,2,novel,p,1,1.8042
003,2,novel,q,0,1.3874
003,2,novel,p,1,1.5864
003,2,learned,q,1,0.8295
003,2,novel,p,1,0.8154
003,2,learned,q,1,1.3027
003,2,learned,p,0,1.2772
003,2,learned,q,1,0.892
003,2,learned,p,0,1.4608
003,2,learned,q,1,1.4303
003,2,learned,p,0,0.8881
003,2,learned,q,1,0.8577
003,2,learned,p,0,0.92490000000000006
003,2,novel,q,0,1.0675
003,2,novel,q,0,0.7657
003,2,novel,q,0,0.9034
003,2,novel,q,0,1.8083
003,2,novel,q,0,0.7667
003,2,novel,p,1,1.0601
003,2,novel,p,1,0.8993
003,2,learned,q,1,0.6396
003,2,novel,p,1,0.6443
003,2,learned,q,1,0.7663
003,2,novel,p,1,0.6938
003,2,learned,p,0,0.8975
003,2,learned,q,1,0.6644
003,2,learned,q,1,1.1359
003,2,novel,p,1,0.7014
003,2,novel,p,1,0.681
003,2,learned,q,1,1.0482
003,2,novel,p,1,0.8894
003,2,novel,p,1,0.8272
003,2,learned,p,0,0.9948
003,2,learned,p,0,1.1051
003,2,learned,p,0,0.8301
003,2,learned,p,0,0.8407
003,2,learned,q,1,0.871
003,2,novel,p,1,0.6448
003,2,novel,p,1,0.8877
003,2,novel,q,0,1.0888
003,2,learned,p,0,0.6919
003,2,novel,p,1,0.8734
003,2,novel,p,1,0.7737
003,2,novel,q,0,0.8575
003,2,novel,p,1,0.9433
003,2,novel,p,1,1.0436
003,2,learned,q,1,0.779
003,2,learned,p,0,0.6858
003,3,novel,p,1,0.8003
003,3,learned,q,1,0.6985
003,3,novel,p,1,0.642
003,3,learned,q,1,0.8913
003,3,novel,p,1,0.7605
003,3,novel,p,1,0.624
003,3,learned,q,1,0.8078
003,3,learned,p,0,0.6909
003,3,novel,p,1,0.8574
003,3,learned,q,1,0.7148
003,3,learned,p,0,0.6519
003,3,novel,p,1,0.7272
003,3,novel,p,1,0.6482
003,3,learned,p,0,0.6605
003,3,learned,q,1,0.7955
003,3,learned,p,0,0.6364
003,3,learned,p,0,0.6925
003,3,learned,p,0,0.6444
003,3,learned,p,0,0.6885
003,3,learned,p,0,0.6104
003,3,novel,p,1,0.6637
003,3,learned,q,1,0.7506
003,3,novel,p,1,0.7478
003,3,learned,p,0,0.7103
003,3,novel,p,1,0.74
003,3,novel,p,1,0.7111
003,3,novel,p,1,0.8039
003,3,learned,p,0,0.7442
003,3,novel,p,1,0.7962
003,3,learned,q,1,1.0258
003,3,novel,p,1,0.6888
003,3,learned,q,1,0.9593
003,3,novel,p,1,0.6982
003,3,novel,p,1,0.6462
003,3,novel,p,1,0.6358
003,3,learned,p,0,0.7161
003,3,novel,p,1,0.6975
003,3,novel,p,1,0.7109
003,3,novel,p,1,0.7423
003,3,novel,p,1,0.5624
003,3,learned,p,0,0.6829
003,3,novel,p,1,0.8249
003,3,learned,q,1,0.7341
003,3,novel,p,1,0.7105
003,3,novel,p,1,0.632
003,3,learned,p,0,0.8611
003,3,learned,p,0,0.6271
003,3,novel,p,1,0.6743
003,3,learned,p,0,0.5596
003,3,novel,p,1,0.6431
003,3,learned,p,0,0.6387
003,3,learned,q,1,0.8411
003,3,novel,p,1,0.8251
003,3,novel,p,1,0.8273
003,3,novel,p,1,0.6863
003,3,learned,p,0,0.8095
003,3,learned,q,1,0.7933
003,3,learned,p,0,0.7776
003,3,novel,p,1,0.6604
003,3,learned,q,1,0.6268
004,1,novel,q,0,1.5896
004,1,learned,q,1,0.7388
004,1,novel,q,0,1.2275
004,1,learned,q,1,0.7412
004,1,novel,p,1,0.8598
004,1,novel,p,1,1.4276
004,1,learned,q,1,1.2557
004,1,novel,q,0,1.3613
004,1,learned,q,1,1.1262
004,1,novel,p,1,1.5942
004,1,learned,q,1,1.2435
004,1,learned,p,0,1.0242
004,1,learned,q,1,0.8648
004,1,learned,q,1,1.5766
004,1,novel,p,1,1.3944
004,1,learned,p,0,1.3588
004,1,learned,q,1,1.386
004,1,novel,q,0,1.3444
004,1,novel,p,1,1.1944
004,1,learned,q,1,1.3062
004,1,learned,q,1,1.2977
004,1,novel,p,1,1.2775
004,1,learned,q,1,1.3052
004,1,novel,p,1,0.8794
004,1,novel,p,1,0.8034
004,1,novel,p,1,1.2314
004,1,novel,p,1,1.4393
004,1,novel,p,1,0.8445
004,1,novel,p,1,1.1929
004,1,learned,p,0,1.2251
004,1,learned,q,1,1.1045
004,1,learned,q,1,0.8708
004,1,novel,p,1,0.825
004,1,novel,p,1,0.8428
004,1,learned,q,1,0.6951
004,1,novel,p,1,0.8733
004,1,learned,q,1,0.8058
004,1,learned,p,0,0.8427
004,1,novel,p,1,0.7732
004,1,learned,q,1,0.8195
004,1,learned,q,1,0.6944
004,1,novel,p,1,0.826
004,1,learned,q,1,0.6156
004,1,learned,q,1,1.0269
004,1,novel,q,0,0.8014
004,1,learned,p,0,1.1455
004,1,novel,p,1,1.2454
004,1,novel,p,1,1.0639
004,1,novel,p,1,1.6421
004,1,novel,q,0,1.0739
004,1,learned,q,1,0.8435
004,1,novel,p,1,1.5245
004,1,learned,p,0,0.941
004,1,learned,q,1,0.7507
004,1,learned,q,1,1.6777
004,1,learned,q,1,1.2574
004,1,novel,q,0,0.7291
004,1,novel,p,1,0.9329
004,2,learned,q,1,1.0048
004,2,learned,q,1,1.2047
004,2,novel,p,1,1.1097
004,2,novel,p,1,1.0421
004,2,novel,p,1,0.9931
004,2,novel,p,1,1.344
004,2,learned,q,1,0.876
004,2,learned,q,1,1.0889
004,2,learned,q,1,0.7752
004,2,novel,p,1,1.0911
004,2,novel,p,1,0.92490000000000006
004,2,learned,q,1,1.1909
004,2,learned,q,1,1.663
004,2,learned,q,1,0.7434
004,2,novel,p,1,0.6736
004,2,learned,q,1,1.2222
004,2,novel,p,1,0.9741
004,2,learned,q,1,0.8793
004,2,learned,q,1,1.2737
004,2,learned,q,1,0.6623
004,2,novel,p,1,1.0451
004,2,novel,p,1,1.3417
004,2,learned,q,1,0.6403
004,2,learned,q,1,1.0631
004,2,learned,q,1,0.8247
004,2,novel,p,1,0.8891
004,2,novel,p,1,0.8295
004,2,learned,q,1,1.3939
004,2,learned,q,1,0.974
004,2,novel,p,1,0.8471
004,2,learned,q,1,0.7902
004,2,novel,p,1,1.1403
004,2,learned,q,1,1.7975
004,2,novel,p,1,1.6919
004,2,novel,p,1,1.2086
004,2,novel,p,1,0.8744
004,2,novel,p,1,1.0216
004,2,learned,q,1,0.7854
004,2,novel,p,1,1.2378
004,2,novel,p,1,0.9293
004,2,learned,q,1,0.842
004,2,novel,q,0,0.8951
004,2,novel,q,0,1.2387
004,2,learned,q,1,1.8941
004,2,learned,q,1,0.9923
004,2,learned,p,0,1.2919
004,2,learned,q,1,1.1128
004,2,novel,q,0,1.424
004,2,novel,p,1,0.7238
004,2,novel,p,1,1.4713
004,2,learned,p,0,1.2066
004,2,novel,p,1,0.6643
004,2,novel,q,0,0.7886
004,2,novel,p,1,0.844
004,2,learned,q,1,0.7575
004,2,learned,q,1,1.1411
004,2,novel,q,0,0.826
004,2,novel,p,1,0.9566
004,2,learned,p,0,1.2738
004,2,learned,q,1,1.1748
004,3,novel,q,0,1.2442
004,3,learned,q,1,0.6824
004,3,learned,q,1,0.8807
004,3,learned,q,1,0.894
004,3,novel,q,0,0.8832
004,3,novel,p,1,1.6225
004,3,novel,q,0,1.643
004,3,novel,p,1,0.9435
004,3,learned,p,0,1.7935
004,3,novel,p,1,0.8797
004,3,learned,q,1,0.8039
004,3,novel,p,1,0.7541
004,3,novel,p,1,0.8089
004,3,novel,p,1,0.9671
004,3,learned,q,1,0.7595
004,3,novel,q,0,0.6949
004,3,novel,p,1,1.2441
004,3,novel,p,1,1.0255
004,3,novel,p,1,0.7574
004,3,learned,q,1,0.8409
004,3,learned,q,1,1.0206
004,3,learned,q,1,0.9749
004,3,novel,q,0,1.0129
004,3,learned,q,1,0.9285
004,3,learned,q,1,1.0255
004,3,learned,p,0,1.2243
004,3,novel,p,1,1.0467
004,3,learned,p,0,1.1294
004,3,learned,q,1,0.9041
004,3,learned,q,1,0.734
004,3,learned,p,0,0.9281
004,3,novel,q,0,0.7135
004,3,novel,p,1,1.011
004,3,learned,q,1,1.2082
004,3,learned,p,0,1.0592
004,3,learned,q,1,0.748
004,3,novel,p,1,0.7294
004,3,learned,q,1,0.9205
004,3,learned,q,1,0.7245
004,3,novel,p,1,1.2011
004,3,learned,q,1,1.2226
004,3,learned,p,0,0.5424
004,3,novel,p,1,1.0758
004,3,learned,p,0,0.8656
004,3,novel,p,1,0.9297
004,3,novel,p,1,1.6583
004,3,learned,p,0,0.9884
004,3,learned,q,1,0.688
004,3,novel,p,1,1.1561
004,3,novel,q,0,0.7422
004,3,learned,p,0,1.1051
004,3,novel,p,1,1.31
004,3,novel,p,1,1.3574
004,3,learned,q,1,0.8086
004,3,learned,p,0,0.8479
004,3,novel,q,0,1.3353
004,3,novel,p,1,1.3603
004,3,learned,q,1,1.3735
006,1,novel,q,0,1.1449
006,1,learned,q,1,0.8331
006,1,learned,q,1,0.7781
006,1,novel,p,1,1.3814
006,1,learned,p,0,1.2112
006,1,learned,q,1,1.1632
006,1,novel,q,0,1.1136
006,1,learned,q,1,0.7149
006,1,learned,q,1,0.7938
006,1,learned,q,1,0.9884
006,1,novel,p,1,1.1791
006,1,novel,p,1,1.4304
006,1,novel,p,1,1.231
006,1,learned,q,1,1.2295
006,1,novel,q,0,1.1243
006,1,learned,p,0,1.2365
006,1,novel,p,1,1.3279
006,1,learned,q,1,1.0392
006,1,novel,p,1,1.213
006,1,learned,q,1,0.791
006,1,novel,p,1,1.147
006,1,novel,p,1,0.9756
006,1,learned,q,1,0.7302
006,1,learned,p,0,0.9623
006,1,novel,q,0,1.0697
006,1,novel,p,1,1.315
006,1,learned,q,1,1.0062
006,1,learned,q,1,1.0877
006,1,novel,q,0,1.3315
006,1,learned,p,0,1.0857
006,1,novel,p,1,0.9289
006,1,novel,p,1,0.8635
006,1,novel,q,0,1.2799
006,1,learned,q,1,0.7061
006,1,novel,p,1,1.0871
006,1,learned,p,0,0.7514
006,1,novel,q,0,0.8803
006,1,novel,p,1,1.5162
006,1,novel,q,0,0.6453
006,1,learned,q,1,0.7482
006,1,novel,p,1,1.0649
006,1,learned,p,0,0.8155
006,1,novel,p,1,1.3979
006,1,learned,q,1,0.7194
006,1,learned,q,1,1.0949
006,1,learned,q,1,1.0996
006,1,learned,q,1,0.9111
006,1,learned,q,1,1.7304
006,1,novel,q,0,0.6978
006,1,learned,q,1,1.1179
006,1,novel,q,0,1.3403
006,1,novel,p,1,1.1469
006,1,novel,p,1,1.031
006,1,novel,p,1,0.884
006,1,learned,q,1,0.7494
006,1,learned,q,1,0.6866
006,1,learned,p,0,1.344
006,1,learned,p,0,1.347
006,1,novel,p,1,1.4605
006,2,learned,q,1,0.9812
006,2,novel,p,1,0.8978
006,2,novel,q,0,0.743
006,2,novel,q,0,0.885
006,2,novel,q,0,0.7621
006,2,learned,q,1,0.729
006,2,novel,p,1,0.8484
006,2,learned,q,1,0.7512
006,2,novel,q,0,1.4301
006,2,learned,q,1,0.9846
006,2,novel,p,1,0.9505
006,2,novel,q,0,0.7224
006,2,learned,q,1,0.7797
006,2,novel,p,1,1.0064
006,2,learned,q,1,0.7893
006,2,novel,q,0,1.0473
006,2,novel,p,1,1.098
006,2,learned,q,1,0.9551
006,2,learned,p,0,1.2307
006,2,novel,q,0,0.8941
006,2,novel,p,1,1.0321
006,2,novel,q,0,1.6385
006,2,novel,p,1,0.8313
006,2,learned,q,1,1.0524
006,2,learned,p,0,1.5398
006,2,novel,p,1,1.6151
006,2,novel,p,1,1.4475
006,2,novel,q,0,0.9529
006,2,learned,q,1,1.1145
006,2,novel,p,1,1.1627
006,2,learned,q,1,1.231
006,2,novel,q,0,0.7611
006,2,learned,q,1,1.5147
006,2,learned,q,1,0.8273
006,2,novel,p,1,1.2485
006,2,novel,q,0,1.4461
006,2,learned,q,1,1.0402
006,2,novel,q,0,0.7146
006,2,learned,p,0,0.8957
006,2,learned,q,1,0.9539
006,2,learned,q,1,0.9321
006,2,learned,q,1,0.7901
006,2,learned,q,1,1.1863
006,2,novel,q,0,1.0644
006,2,learned,q,1,0.7537
006,2,learned,p,0,1.3182
006,2,learned,p,0,0.9774
006,2,learned,q,1,0.728
006,2,learned,q,1,0.7802
006,2,novel,q,0,0.9464
006,2,learned,q,1,0.6161
006,2,novel,p,1,0.9542
006,2,novel,p,1,1.3464
006,2,learned,q,1,0.6821
006,2,learned,q,1,0.9072
006,2,novel,q,0,1.8614
006,2,learned,p,0,1.4023
006,2,novel,q,0,1.1591
006,2,learned,q,1,0.6796
006,2,novel,q,0,0.7489
006,3,novel,p,1,0.9781
006,3,learned,q,1,0.8482
006,3,novel,p,1,1.1589
006,3,learned,q,1,0.6152
006,3,learned,q,1,0.63
006,3,learned,q,1,0.8442
006,3,novel,p,1,1.8308
006,3,novel,p,1,1.0614
006,3,learned,p,0,1.0278
006,3,novel,p,1,0.8469
006,3,learned,q,1,0.7307
006,3,learned,q,1,0.7141
006,3,novel,p,1,1.4638
006,3,novel,p,1,1.1805
006,3,novel,q,0,0.7816
006,3,learned,q,1,1.3131
006,3,novel,p,1,0.9448
006,3,novel,p,1,0.9631
006,3,novel,q,0,0.8715
006,3,novel,q,0,0.8301
006,3,novel,q,0,0.7969
006,3,novel,q,0,0.7041
006,3,novel,q,0,0.6812
006,3,learned,q,1,0.9458
006,3,novel,p,1,1.6134
006,3,learned,p,0,1.5412
006,3,learned,q,1,1.2972
006,3,novel,q,0,0.762
006,3,novel,q,0,0.6578
006,3,learned,q,1,0.7275
006,3,novel,p,1,1.4301
006,3,learned,q,1,0.6894
006,3,learned,p,0,1.1771
006,3,learned,q,1,0.8326
006,3,novel,p,1,0.929
006,3,learned,q,1,0.8543
006,3,learned,p,0,0.9634
006,3,learned,p,0,1.3636
006,3,novel,q,0,1.0037
006,3,learned,p,0,1.5302
006,3,learned,p,0,1.2326
006,3,novel,p,1,0.7958
006,3,novel,p,1,1.5653
006,3,novel,q,0,1.0224
006,3,learned,p,0,1.1752
006,3,learned,q,1,1.2119
006,3,learned,q,1,1.1975
