.draw,param,value
60,B_lRlearned,1.8301403857333336
60,A,1.9090428898333336
60,t0,0.18368200196666667
61,v_Snovel_lMTRUE,3.5146600393666665
61,v_Snovel_lMFALSE,2.3332357911333332
61,v_Slearned_lMTRUE,3.0672590172333334
61,v_Slearned_lMFALSE,2.9589513249333335
61,sv_lMTRUE,0.863848783
61,B_lRnovel,2.2228777159333335
61,B_lRlearned,1.856753913966667
61,A,1.9362191525666668
61,t0,0.18095372603333337
62,v_Snovel_lMTRUE,3.4117464610333332
62,v_Snovel_lMFALSE,2.304929082366667
62,v_Slearned_lMTRUE,3.027860336533333
62,v_Slearned_lMFALSE,2.858584375833334
62,sv_lMTRUE,0.8565457219666667
62,B_lRnovel,2.194105674133333
62,B_lRlearned,1.8668629027333337
62,A,1.8487879623
62,t0,0.1763598704
63,v_Snovel_lMTRUE,3.461502115966667
63,v_Snovel_lMFALSE,2.334359699166667
63,v_Slearned_lMTRUE,3.0708121573333336
63,v_Slearned_lMFALSE,2.8987158239
63,sv_lMTRUE,0.8661778431
63,B_lRnovel,2.2256389612666667
63,B_lRlearned,1.8875679442333333
63,A,1.8689457377666667
63,t0,0.17867441463333333
64,v_Snovel_lMTRUE,3.4892115416666667
64,v_Snovel_lMFALSE,2.3280664494333334
64,v_Slearned_lMTRUE,3.0652572351
64,v_Slearned_lMFALSE,2.9255386452666667
64,sv_lMTRUE,0.8705651922333333
64,B_lRnovel,2.225665845
64,B_lRlearned,1.8526480040333333
64,A,1.9018970235333337
64,t0,0.18108234906666668
65,v_Snovel_lMTRUE,3.5203265561
65,v_Snovel_lMFALSE,2.3117844281
65,v_Slearned_lMTRUE,3.0675408858333335
65,v_Slearned_lMFALSE,2.9528194162666668
65,sv_lMTRUE,0.8651987932666667
65,B_lRnovel,2.2478345797
65,B_lRlearned,1.8626786101333332
65,A,1.8985477244333333
65,t0,0.17730411116666667
66,v_Snovel_lMTRUE,3.507361123666666
66,v_Snovel_lMFALSE,2.3606259566666665
66,v_Slearned_lMTRUE,3.0741678374666668
66,v_Slearned_lMFALSE,2.9382452477
66,sv_lMTRUE,0.8571238086333334
66,B_lRnovel,2.2133990207666665
66,B_lRlearned,1.8575491917
66,A,1.9455232067666663
66,t0,0.17974816726666668
67,v_Snovel_lMTRUE,3.5398629117
67,v_Snovel_lMFALSE,2.3973397116
67,v_Slearned_lMTRUE,3.1237096509333333
67,v_Slearned_lMFALSE,2.9664839959666667
67,sv_lMTRUE,0.8682621613666667
67,B_lRnovel,2.2400863467
67,B_lRlearned,1.900036836666667
67,A,1.9665584295333336
67,t0,0.1777573166
68,v_Snovel_lMTRUE,3.5073105005
68,v_Snovel_lMFALSE,2.3566762022333334
68,v_Slearned_lMTRUE,3.0930869696
68,v_Slearned_lMFALSE,2.9316038163333333
68,sv_lMTRUE,0.8650745319666666
68,B_lRnovel,2.227971449433334
68,B_lRlearned,1.8766934123666668
68,A,1.9388798781333336
68,t0,0.17742194126666666
69,v_Snovel_lMTRUE,3.508117550666667
69,v_Snovel_lMFALSE,2.348304470066666
69,v_Slearned_lMTRUE,3.0840237718666668
69,v_Slearned_lMFALSE,2.937736832366667
69,sv_lMTRUE,0.8827104041666667
69,B_lRnovel,2.2090290718
69,B_lRlearned,1.8452897161333333
69,A,1.9319719589666664
69,t0,0.1880962461
70,v_Snovel_lMTRUE,3.4548663441666667
70,v_Snovel_lMFALSE,2.312002621733334
70,v_Slearned_lMTRUE,3.0354978866333333
70,v_Slearned_lMFALSE,2.8912576549
70,sv_lMTRUE,0.8800242650333333
70,B_lRnovel,2.2271425470333335
70,B_lRlearned,1.8720140398666667
70,A,1.8138057862333337
70,t0,0.1806452036333333
71,v_Snovel_lMTRUE,3.4535312567666665
71,v_Snovel_lMFALSE,2.3471522094
71,v_Slearned_lMTRUE,3.0672033952
71,v_Slearned_lMFALSE,2.8916637983333335
71,sv_lMTRUE,0.8702884349
71,B_lRnovel,2.2029588280666665
71,B_lRlearned,1.8622840824666669
71,A,1.8686103784
71,t0,0.18172553096666663
72,v_Snovel_lMTRUE,3.4728977929666667
72,v_Snovel_lMFALSE,2.3474807684
72,v_Slearned_lMTRUE,3.0718670634
72,v_Slearned_lMFALSE,2.9120382824333335
72,sv_lMTRUE,0.8585646831666667
72,B_lRnovel,2.1892705262
72,B_lRlearned,1.8556379197333333
72,A,1.9343159718
72,t0,0.1799319012
73,v_Snovel_lMTRUE,3.4813327463333334
73,v_Snovel_lMFALSE,2.3440236914333332
