pid,task,stim,keypress,acc,rt,Sex,Age
031,car,no_noise,1,1,2.8363,Female,26
031,car,no_noise,1,1,3.12,Female,26
031,car,no_noise,3,1,5.3486,Female,26
031,car,no_noise,3,1,7.8197,Female,26
031,car,no_noise,3,1,3.4879,Female,26
031,car,no_noise,3,0,3.9646,Female,26
031,car,no_noise,2,1,7.5536,Female,26
031,car,no_noise,3,1,6.6366,Female,26
031,car,no_noise,2,1,4.0699,Female,26
031,car,no_noise,3,0,10.5075,Female,26
031,car,no_noise,1,1,4.7703,Female,26
031,car,no_noise,2,1,3.5546,Female,26
031,car,no_noise,3,0,2.1329,Female,26
031,car,no_noise,1,1,3.4696,Female,26
031,car,no_noise,1,1,1.5867,Female,26
031,car,no_noise,3,1,2.0197,Female,26
031,car,no_noise,2,1,4.0373,Female,26
031,car,no_noise,3,0,3.4492,Female,26
031,car,no_noise,3,1,4.7855,Female,26
031,car,no_noise,3,0,6.4706,Female,26
031,car,no_noise,1,0,1.7371,Female,26
031,car,no_noise,1,1,5.8155,Female,26
031,car,no_noise,1,1,3.8889,Female,26
031,car,noise,2,1,2.3608,Female,26
031,car,noise,3,1,2.9622,Female,26
031,car,noise,2,0,2.5141,Female,26
031,car,noise,1,1,3.5795,Female,26
031,car,noise,2,1,2.3641,Female,26
031,car,noise,2,1,2.6152,Female,26
031,car,noise,1,1,1.7669,Female,26
031,car,noise,1,1,2.5701,Female,26
031,car,noise,2,1,1.895,Female,26
031,car,noise,1,1,2.498,Female,26
031,car,noise,1,1,4.499,Female,26
031,car,noise,3,1,2.1282,Female,26
031,car,noise,2,1,3.4484,Female,26
031,car,noise,3,1,4.9718,Female,26
031,car,noise,2,0,3.6155,Female,26
031,car,noise,2,1,4.0633,Female,26
031,car,noise,3,0,2.6953,Female,26
031,car,noise,2,1,1.7999,Female,26
031,car,noise,2,1,1.8502,Female,26
031,car,noise,2,1,2.5927,Female,26
031,car,noise,3,1,1.8317,Female,26
031,car,noise,2,0,2.5335,Female,26
031,car,noise,1,1,1.7847,Female,26
031,car,noise,3,1,1.7149,Female,26
033,face,no_noise,1,1,2.342,Female,31
033,face,no_noise,2,1,1.1774,Female,31
033,face,no_noise,1,1,1.7099,Female,31
033,face,no_noise,2,0,2.221,Female,31
033,face,no_noise,1,0,1.4176,Female,31
033,face,no_noise,3,0,1.2128,Female,31
033,face,no_noise,3,0,1.415,Female,31
033,face,no_noise,1,0,1.3893,Female,31
033,face,no_noise,1,0,1.5993,Female,31
033,face,no_noise,3,1,1.5355,Female,31
033,face,no_noise,1,0,1.2632,Female,31
033,face,no_noise,2,0,1.2588,Female,31
033,face,no_noise,3,0,1.4761,Female,31
033,face,no_noise,1,1,1.8211,Female,31
033,face,no_noise,3,0,1.2029,Female,31
033,face,no_noise,3,0,1.3703,Female,31
033,face,no_noise,3,0,1.306,Female,31
033,face,no_noise,1,0,1.7781,Female,31
033,face,no_noise,3,0,1.3258,Female,31
033,face,no_noise,3,1,1.3652,Female,31
033,face,no_noise,1,1,1.6519,Female,31
033,face,no_noise,3,0,1.4702,Female,31
033,face,no_noise,2,1,1.4696,Female,31
033,face,no_noise,3,0,1.5452,Female,31
033,face,no_noise,3,1,1.2185,Female,31
033,face,no_noise,1,1,0.8924,Female,31
033,face,no_noise,1,0,1.1149,Female,31
033,face,no_noise,1,1,1.7051,Female,31
033,face,no_noise,1,1,1.8055,Female,31
033,face,no_noise,1,0,1.2441,Female,31
033,face,noise,1,0,2.3523,Female,31
033,face,noise,2,0,1.3276,Female,31
033,face,noise,3,0,1.4958,Female,31
033,face,noise,2,0,1.4922,Female,31
033,face,noise,1,0,1.3047,Female,31
033,face,noise,1,1,1.371,Female,31
033,face,noise,3,0,1.3697,Female,31
033,face,noise,3,0,1.3148,Female,31
033,face,noise,3,0,1.251,Female,31
033,face,noise,1,0,1.3553,Female,31
033,face,noise,1,0,1.1076,Female,31
033,face,noise,1,0,1.0697,Female,31
033,face,noise,1,1,0.6924,Female,31
033,face,noise,1,0,0.6447,Female,31
033,face,noise,1,1,0.7436,Female,31
033,face,noise,1,0,0.7102,Female,31
033,face,noise,2,0,1.0718,Female,31
033,face,noise,2,0,1.177,Female,31
033,face,noise,1,0,1.3286,Female,31
033,face,noise,1,1,0.8292,Female,31
033,face,noise,1,1,0.8293,Female,31
033,face,noise,1,1,0.6044,Female,31
033,face,noise,3,0,1.003,Female,31
033,face,noise,3,1,1.0088,Female,31
033,car,no_noise,2,1,2.8724,Female,31
033,car,no_noise,1,1,1.8762,Female,31
033,car,no_noise,2,0,1.6332,Female,31
033,car,no_noise,2,0,1.3407,Female,31
033,car,no_noise,1,0,1.6494,Female,31
033,car,no_noise,3,0,1.6017,Female,31
033,car,no_noise,3,1,1.4987,Female,31
033,car,no_noise,1,1,1.279,Female,31
033,car,no_noise,1,1,1.4573,Female,31
033,car,no_noise,2,0,1.3701,Female,31
033,car,no_noise,1,0,1.0344,Female,31
033,car,no_noise,3,1,1.2559,Female,31
033,car,no_noise,1,0,1.2424,Female,31
033,car,no_noise,1,0,1.0844,Female,31
033,car,no_noise,3,1,1.388,Female,31
033,car,no_noise,2,1,1.3627,Female,31
033,car,no_noise,1,1,1.2069,Female,31
033,car,no_noise,1,1,1.8367,Female,31
033,car,no_noise,2,1,1.1539,Female,31
033,car,no_noise,1,1,1.3495,Female,31
033,car,no_noise,2,0,1.1958,Female,31
033,car,no_noise,1,1,1.3885,Female,31
033,car,no_noise,1,0,1.7365,Female,31
033,car,no_noise,1,0,1.0912,Female,31
033,car,no_noise,2,1,1.1877,Female,31
033,car,no_noise,2,0,1.2091,Female,31
033,car,no_noise,1,0,1.2247,Female,31
033,car,no_noise,2,1,1.0046,Female,31
033,car,no_noise,3,0,1.1601,Female,31
033,car,no_noise,1,1,1.3993,Female,31
033,car,noise,2,1,2.4493,Female,31
033,car,noise,3,1,1.2542,Female,31
033,car,noise,2,0,1.0766,Female,31
033,car,noise,2,0,1.3631,Female,31
033,car,noise,2,1,0.8879,Female,31
033,car,noise,2,1,1.7969,Female,31
033,car,noise,2,0,1.4565,Female,31
033,car,noise,1,1,0.6533,Female,31
033,car,noise,1,0,0.5854,Female,31
033,car,noise,1,1,0.6264,Female,31
033,car,noise,1,1,0.4747,Female,31
033,car,noise,3,1,1.3093,Female,31
033,car,noise,1,0,1.1507,Female,31
033,car,noise,1,0,0.7213,Female,31
033,car,noise,1,0,0.5211,Female,31
033,car,noise,2,1,0.9423,Female,31
033,car,noise,1,0,1.0358,Female,31
033,car,noise,2,1,1.1946,Female,31
033,car,noise,2,1,1.1532,Female,31
033,car,noise,2,1,1.5506,Female,31
033,car,noise,1,0,1.4521,Female,31
033,car,noise,1,0,0.673,Female,31
033,car,noise,1,1,0.5687,Female,31
033,car,noise,2,0,1.5253,Female,31
034,face,no_noise,1,1,4.6315,Female,47
034,face,no_noise,2,1,2.2068,Female,47
034,face,no_noise,1,1,2.9292,Female,47
034,face,no_noise,3,1,2.427400001,Female,47
034,face,no_noise,3,1,2.1015,Female,47
034,face,no_noise,2,1,2.8675,Female,47
034,face,no_noise,1,1,1.686,Female,47
034,face,no_noise,3,1,2.608400001,Female,47
034,face,no_noise,2,1,3.3704,Female,47
034,face,no_noise,3,1,2.3015,Female,47
034,face,no_noise,2,1,2.4681,Female,47
034,face,no_noise,3,1,3.1911,Female,47
034,face,no_noise,2,1,2.2193,Female,47
034,face,no_noise,2,0,2.0582,Female,47
034,face,no_noise,2,1,2.3748,Female,47
034,face,no_noise,2,1,2.288099999,Female,47
034,face,no_noise,2,1,2.8431,Female,47
034,face,no_noise,2,1,2.0773,Female,47
034,face,no_noise,1,1,1.513099999,Female,47
034,face,no_noise,1,0,1.472599999,Female,47
034,face,no_noise,1,1,1.536400001,Female,47
034,face,no_noise,2,1,2.1463,Female,47
034,face,no_noise,2,1,1.986,Female,47
034,face,no_noise,1,1,1.4711,Female,47
034,face,no_noise,3,1,2.4925,Female,47
034,face,no_noise,1,1,1.7678,Female,47
034,face,no_noise,2,1,1.8687,Female,47
034,face,no_noise,1,1,1.857099999,Female,47
034,face,no_noise,1,1,2.2064,Female,47
034,face,no_noise,3,1,2.652,Female,47
034,face,noise,2,1,3.7425,Female,47
034,face,noise,2,0,3.622,Female,47
034,face,noise,1,1,2.7008,Female,47
034,face,noise,1,1,1.0699,Female,47
034,face,noise,3,1,2.3921,Female,47
034,face,noise,1,1,2.202,Female,47
034,face,noise,2,1,2.0025,Female,47
034,face,noise,1,1,2.053,Female,47
034,face,noise,3,0,2.4017,Female,47
034,face,noise,2,1,2.518,Female,47
034,face,noise,3,0,2.7622,Female,47
034,face,noise,2,1,1.004,Female,47
034,face,noise,3,0,2.8532,Female,47
034,face,noise,2,1,2.1747,Female,47
034,face,noise,2,0,2.8026,Female,47
034,face,noise,1,0,1.1716,Female,47
034,face,noise,3,1,1.7363,Female,47
034,face,noise,1,1,1.8258,Female,47
034,face,noise,3,1,2.0814,Female,47
034,face,noise,1,1,3.234799999,Female,47
034,face,noise,1,1,2.4753,Female,47
034,face,noise,1,1,4.7316,Female,47
034,face,noise,1,1,1.9237,Female,47
034,face,noise,2,0,4.7368,Female,47
034,car,no_noise,3,0,4.7545,Female,47
034,car,no_noise,2,0,3.232599999,Female,47
034,car,no_noise,3,0,3.7954,Female,47
034,car,no_noise,2,0,3.297299999,Female,47
034,car,no_noise,2,1,2.6597,Female,47
034,car,no_noise,1,1,2.9437,Female,47
034,car,no_noise,1,0,3.3227,Female,47
034,car,no_noise,1,1,2.463099999,Female,47
034,car,no_noise,2,0,2.2705,Female,47
034,car,no_noise,3,1,3.7579,Female,47
034,car,no_noise,3,1,2.6141,Female,47
034,car,no_noise,3,1,3.4032,Female,47
034,car,no_noise,2,1,3.0323,Female,47
034,car,no_noise,2,1,2.8158,Female,47
034,car,no_noise,2,0,5.1997,Female,47
034,car,no_noise,2,1,3.4488,Female,47
034,car,no_noise,3,0,3.7491,Female,47
034,car,no_noise,1,1,1.5784,Female,47
034,car,no_noise,1,0,2.244900001,Female,47
034,car,no_noise,1,1,1.7233,Female,47
034,car,no_noise,1,1,3.276599999,Female,47
034,car,no_noise,1,1,2.591299999,Female,47
034,car,no_noise,3,1,2.212599999,Female,47
034,car,no_noise,2,1,2.4725,Female,47
034,car,no_noise,3,0,2.815900001,Female,47
034,car,no_noise,3,1,2.524,Female,47
034,car,no_noise,1,0,1.9577,Female,47
034,car,no_noise,2,1,2.6635,Female,47
034,car,no_noise,1,1,2.2514,Female,47
034,car,no_noise,3,0,2.0178,Female,47
034,car,noise,3,0,4.849700001,Female,47
034,car,noise,3,1,2.2417,Female,47
034,car,noise,2,0,4.133200001,Female,47
034,car,noise,1,1,1.6745,Female,47
034,car,noise,2,1,2.520200001,Female,47
034,car,noise,1,0,1.5881,Female,47
034,car,noise,1,1,2.4121,Female,47
034,car,noise,1,1,1.456,Female,47
034,car,noise,2,1,2.6693,Female,47
034,car,noise,1,1,3.8398,Female,47
034,car,noise,1,1,2.881400001,Female,47
034,car,noise,3,1,3.4079,Female,47
034,car,noise,1,0,2.4318,Female,47
034,car,noise,1,0,2.7679,Female,47
034,car,noise,2,0,2.3682,Female,47
034,car,noise,3,0,2.500099999,Female,47
034,car,noise,2,1,1.9954,Female,47
034,car,noise,3,0,3.442,Female,47
034,car,noise,2,1,1.691900001,Female,47
034,car,noise,2,1,2.9761,Female,47
034,car,noise,3,1,2.3802,Female,47
034,car,noise,3,1,2.960900001,Female,47
034,car,noise,1,1,2.4002,Female,47
034,car,noise,1,0,3.111,Female,47
036,face,no_noise,1,1,58.5691,Male,50
036,face,no_noise,1,0,4.5165,Male,50
036,face,no_noise,1,1,4.509,Male,50
036,face,no_noise,2,0,3.2729,Male,50
036,face,no_noise,3,1,6.0916,Male,50
036,face,no_noise,2,1,2.0872,Male,50
036,face,no_noise,1,1,3.6686,Male,50
036,face,no_noise,3,1,2.3637,Male,50
036,face,no_noise,2,1,2.5494,Male,50
036,face,no_noise,3,1,2.1013,Male,50
036,face,no_noise,2,1,2.7332,Male,50
036,face,no_noise,2,0,3.8686,Male,50
036,face,no_noise,2,1,2.1205,Male,50
036,face,no_noise,2,0,3.3115,Male,50
036,face,no_noise,2,1,2.5086,Male,50
036,face,no_noise,2,1,3.2333,Male,50
036,face,no_noise,2,1,2.6539,Male,50
036,face,no_noise,2,1,4.303,Male,50
036,face,no_noise,2,0,3.8397,Male,50
036,face,no_noise,3,1,3.1107,Male,50
036,face,no_noise,2,0,1.8358,Male,50
036,face,no_noise,2,1,4.2452,Male,50
036,face,no_noise,2,1,8.9475,Male,50
036,face,no_noise,1,1,2.1526,Male,50
036,face,no_noise,3,1,2.3505,Male,50
036,face,no_noise,1,1,4.4003,Male,50
036,face,no_noise,3,0,2.8924,Male,50
036,face,no_noise,1,1,2.3278,Male,50
036,face,no_noise,1,1,2.8838,Male,50
036,face,no_noise,3,1,2.3836,Male,50
036,face,noise,2,1,2.446,Male,50
036,face,noise,3,1,2.2848,Male,50
036,face,noise,2,0,2.978,Male,50
036,face,noise,3,0,4.1576,Male,50
036,face,noise,2,0,6.4176,Male,50
036,face,noise,1,1,3.39,Male,50
036,face,noise,3,0,2.4505,Male,50
036,face,noise,1,1,2.3577,Male,50
036,face,noise,2,1,3.8315,Male,50
036,face,noise,3,0,0.7645,Male,50
036,face,noise,3,0,2.368,Male,50
036,face,noise,2,1,0.5529,Male,50
036,face,noise,1,1,2.9878,Male,50
036,face,noise,2,1,2.2571,Male,50
036,face,noise,1,1,1.3813,Male,50
036,face,noise,2,1,3.1615,Male,50
036,face,noise,3,1,2.2373,Male,50
036,face,noise,1,1,2.9434,Male,50
036,face,noise,3,1,2.3369,Male,50
036,face,noise,1,1,5.3547,Male,50
036,face,noise,1,1,1.1337,Male,50
036,face,noise,2,0,3.884,Male,50
036,face,noise,3,0,3.6098,Male,50
036,face,noise,1,0,1.7813,Male,50
036,car,no_noise,2,1,7.6523,Male,50
036,car,no_noise,1,1,4.1143,Male,50
036,car,no_noise,3,0,4.3982,Male,50
036,car,no_noise,3,1,6.0525,Male,50
036,car,no_noise,1,0,6.063,Male,50
036,car,no_noise,2,0,5.9652,Male,50
036,car,no_noise,3,1,3.512,Male,50
036,car,no_noise,3,0,4.614,Male,50
036,car,no_noise,1,1,4.3114,Male,50
036,car,no_noise,1,0,5.017,Male,50
036,car,no_noise,3,1,6.6571,Male,50
036,car,no_noise,2,0,8.4095,Male,50
036,car,no_noise,2,1,5.8269,Male,50
036,car,no_noise,2,1,5.9127,Male,50
036,car,no_noise,3,1,3.8336,Male,50
036,car,no_noise,2,1,4.1494,Male,50
036,car,no_noise,1,1,4.1324,Male,50
036,car,no_noise,1,1,2.5274,Male,50
036,car,no_noise,3,0,3.9882,Male,50
036,car,no_noise,1,1,5.0216,Male,50
036,car,no_noise,3,0,2.3698,Male,50
036,car,no_noise,1,1,6.3438,Male,50
036,car,no_noise,2,0,3.6719,Male,50
036,car,no_noise,2,1,2.7878,Male,50
036,car,no_noise,2,1,2.9477,Male,50
036,car,no_noise,2,0,8.0126,Male,50
036,car,no_noise,3,0,4.3693,Male,50
036,car,no_noise,2,1,3.0347,Male,50
036,car,no_noise,3,0,3.1519,Male,50
036,car,no_noise,2,0,5.4803,Male,50
036,car,noise,1,0,5.093,Male,50
036,car,noise,3,1,6.4231,Male,50
036,car,noise,3,1,3.171,Male,50
036,car,noise,2,0,10.6641,Male,50
036,car,noise,2,1,5.1337,Male,50
036,car,noise,2,1,2.2215,Male,50
036,car,noise,3,0,15.8604,Male,50
036,car,noise,1,1,3.1464,Male,50
036,car,noise,2,1,3.2876,Male,50
036,car,noise,1,1,3.4022,Male,50
036,car,noise,1,1,3.6483,Male,50
036,car,noise,3,1,3.9192,Male,50
036,car,noise,2,1,5.3027,Male,50
036,car,noise,1,0,7.4888,Male,50
036,car,noise,3,1,4.6246,Male,50
036,car,noise,2,1,10.2302,Male,50
036,car,noise,3,0,4.2948,Male,50
036,car,noise,2,1,2.6626,Male,50
036,car,noise,2,1,1.5151,Male,50
036,car,noise,2,1,3.6857,Male,50
036,car,noise,2,0,2.4132,Male,50
036,car,noise,2,0,3.2242,Male,50
036,car,noise,2,0,12.7801,Male,50
036,car,noise,2,0,0.1133,Male,50
037,car,no_noise,3,0,2.5251,Male,25
037,car,no_noise,1,1,3.206,Male,25
037,car,no_noise,3,0,3.8746,Male,25
037,car,no_noise,3,1,4.7879,Male,25
037,car,no_noise,2,1,5.8185,Male,25
037,car,no_noise,3,0,4.6217,Male,25
037,car,no_noise,3,1,5.6038,Male,25
037,car,no_noise,3,0,8.3937,Male,25
037,car,no_noise,1,1,2.7882,Male,25
037,car,no_noise,3,1,6.5555,Male,25
037,car,no_noise,3,1,2.6877,Male,25
037,car,no_noise,3,1,3.0351,Male,25
037,car,no_noise,3,0,4.4759,Male,25
037,car,no_noise,2,1,5.3921,Male,25
037,car,no_noise,3,1,2.9453,Male,25
037,car,no_noise,2,1,10.2352,Male,25
037,car,no_noise,1,1,6.9618,Male,25
037,car,no_noise,2,0,9.215,Male,25
037,car,no_noise,2,1,2.2164,Male,25
037,car,no_noise,3,0,3.4623,Male,25
037,car,no_noise,1,1,3.9883,Male,25
037,car,no_noise,3,0,4.8297,Male,25
037,car,no_noise,1,0,7.2386,Male,25
037,car,no_noise,2,1,8.5277,Male,25
037,car,no_noise,2,1,6.6392,Male,25
037,car,no_noise,3,1,2.2427,Male,25
037,car,no_noise,1,0,3.5642,Male,25
037,car,no_noise,2,1,5.1739,Male,25
037,car,no_noise,1,1,1.7419,Male,25
037,car,no_noise,3,0,1.7876,Male,25
037,car,noise,3,0,5.175,Male,25
037,car,noise,2,0,2.3827,Male,25
037,car,noise,3,1,4.7748,Male,25
037,car,noise,1,1,1.2251,Male,25
037,car,noise,2,1,6.4804,Male,25
037,car,noise,2,1,2.983,Male,25
037,car,noise,1,1,1.2636,Male,25
037,car,noise,1,1,1.5423,Male,25
037,car,noise,2,1,2.7551,Male,25
037,car,noise,1,1,1.5491,Male,25
037,car,noise,1,1,4.739,Male,25
037,car,noise,2,0,2.8284,Male,25
037,car,noise,2,1,2.2594,Male,25
037,car,noise,3,1,1.6241,Male,25
037,car,noise,3,1,3.8639,Male,25
037,car,noise,1,0,6.5018,Male,25
037,car,noise,1,0,1.0934,Male,25
037,car,noise,2,1,3.8573,Male,25
037,car,noise,1,0,2.1636,Male,25
037,car,noise,2,1,4.073,Male,25
037,car,noise,3,1,1.5989,Male,25
037,car,noise,3,1,3.4994,Male,25
037,car,noise,1,1,2.8494,Male,25
037,car,noise,3,1,2.452,Male,25
037,face,no_noise,1,1,2.1416,Male,25
037,face,no_noise,2,1,1.74,Male,25
037,face,no_noise,1,1,1.359,Male,25
037,face,no_noise,3,1,1.8321,Male,25
037,face,no_noise,3,1,1.8189,Male,25
037,face,no_noise,2,1,1.5378,Male,25
037,face,no_noise,2,0,2.6415,Male,25
037,face,no_noise,3,1,1.6668,Male,25
037,face,no_noise,3,0,4.4778,Male,25
037,face,no_noise,3,1,1.5627,Male,25
037,face,no_noise,2,1,1.5811,Male,25
037,face,no_noise,3,1,3.3564,Male,25
037,face,no_noise,2,1,1.4941,Male,25
037,face,no_noise,1,1,4.7772,Male,25
037,face,no_noise,2,1,2.3777,Male,25
037,face,no_noise,3,0,2.9185,Male,25
037,face,no_noise,2,1,2.2665,Male,25
037,face,no_noise,2,1,1.6469,Male,25
037,face,no_noise,1,1,2.5593,Male,25
037,face,no_noise,2,0,2.8449,Male,25
037,face,no_noise,2,0,1.6458,Male,25
037,face,no_noise,2,1,1.9343,Male,25
037,face,no_noise,2,1,3.1844,Male,25
037,face,no_noise,3,0,2.1986,Male,25
037,face,no_noise,1,0,2.3637,Male,25
037,face,no_noise,2,0,3.4609,Male,25
037,face,no_noise,2,1,2.4017,Male,25
037,face,no_noise,3,0,1.7173,Male,25
037,face,no_noise,1,1,1.4374,Male,25
037,face,no_noise,2,0,1.7861,Male,25
037,face,noise,2,1,1.6111,Male,25
037,face,noise,3,1,1.4562,Male,25
037,face,noise,3,0,1.6937,Male,25
037,face,noise,3,0,1.08,Male,25
037,face,noise,3,1,0.9309,Male,25
037,face,noise,1,1,1.7464,Male,25
037,face,noise,3,0,1.1727,Male,25
037,face,noise,2,0,1.0242,Male,25
037,face,noise,1,0,3.0914,Male,25
037,face,noise,2,1,1.1285,Male,25
037,face,noise,3,0,1.6632,Male,25
037,face,noise,2,1,1.9016,Male,25
037,face,noise,3,0,1.9027,Male,25
037,face,noise,3,0,1.8791,Male,25
037,face,noise,2,0,2.4439,Male,25
037,face,noise,3,0,1.3307,Male,25
037,face,noise,3,1,1.0638,Male,25
037,face,noise,3,0,2.4396,Male,25
037,face,noise,3,1,1.0466,Male,25
037,face,noise,3,0,0.8199,Male,25
037,face,noise,2,0,1.3568,Male,25
037,face,noise,1,1,1.6749,Male,25
037,face,noise,3,0,0.9414,Male,25
037,face,noise,1,0,2.0387,Male,25
039,face,no_noise,1,1,3.6648,Female,29
039,face,no_noise,2,1,3.1341,Female,29
039,face,no_noise,1,1,2.356,Female,29
039,face,no_noise,3,1,3.8676,Female,29
039,face,no_noise,3,1,3.1073,Female,29
039,face,no_noise,2,1,2.5961,Female,29
039,face,no_noise,1,1,4.2744,Female,29
039,face,no_noise,3,1,2.8227,Female,29
039,face,no_noise,2,1,3.3362,Female,29
039,face,no_noise,3,1,2.3055,Female,29
039,face,no_noise,2,1,1.9285,Female,29
039,face,no_noise,3,1,2.4248,Female,29
039,face,no_noise,2,1,2.4291,Female,29
039,face,no_noise,1,1,2.8242,Female,29
039,face,no_noise,2,1,1.7999,Female,29
039,face,no_noise,2,1,6.7958,Female,29
039,face,no_noise,2,1,3.1964,Female,29
039,face,no_noise,2,1,3.2914,Female,29
039,face,no_noise,1,1,4.8122,Female,29
039,face,no_noise,3,1,2.1796,Female,29
039,face,no_noise,1,1,3.7628,Female,29
039,face,no_noise,2,1,3.1364,Female,29
039,face,no_noise,2,1,2.3414,Female,29
039,face,no_noise,1,1,4.5467,Female,29
039,face,no_noise,3,1,2.7797,Female,29
039,face,no_noise,1,1,1.4963,Female,29
039,face,no_noise,2,1,2.5084,Female,29
039,face,no_noise,1,1,3.6963,Female,29
039,face,no_noise,1,1,3.0796,Female,29
039,face,no_noise,3,1,2.1086,Female,29
039,face,noise,2,1,2.3723,Female,29
039,face,noise,3,1,2.6904,Female,29
039,face,noise,2,0,6.2144,Female,29
039,face,noise,1,1,1.5486,Female,29
039,face,noise,3,1,2.1898,Female,29
039,face,noise,1,1,2.6296,Female,29
039,face,noise,2,1,4.1275,Female,29
039,face,noise,1,1,2.1108,Female,29
039,face,noise,2,1,5.8282,Female,29
039,face,noise,2,1,1.861,Female,29
039,face,noise,2,1,1.8542,Female,29
039,face,noise,2,1,2.862,Female,29
039,face,noise,2,0,6.095,Female,29
039,face,noise,2,1,1.8397,Female,29
039,face,noise,1,1,2.9452,Female,29
039,face,noise,2,1,4.1111,Female,29
039,face,noise,3,1,2.9118,Female,29
039,face,noise,1,1,1.6736,Female,29
039,face,noise,3,1,2.2139,Female,29
039,face,noise,2,0,3.2838,Female,29
039,face,noise,1,1,4.8735,Female,29
039,face,noise,1,1,4.1446,Female,29
039,face,noise,1,1,3.1658,Female,29
039,face,noise,3,1,4.4236,Female,29
039,car,no_noise,3,0,9.8989,Female,29
039,car,no_noise,1,1,7.105,Female,29
039,car,no_noise,3,0,6.2434,Female,29
039,car,no_noise,3,1,10.0883,Female,29
039,car,no_noise,2,1,6.955,Female,29
039,car,no_noise,1,1,4.3706,Female,29
039,car,no_noise,3,1,9.0889,Female,29
039,car,no_noise,1,1,2.2722,Female,29
039,car,no_noise,1,1,11.3564,Female,29
039,car,no_noise,2,0,8.4658,Female,29
039,car,no_noise,3,1,8.9038,Female,29
039,car,no_noise,3,1,7.4824,Female,29
039,car,no_noise,2,1,5.3452,Female,29
039,car,no_noise,2,1,10.7316,Female,29
039,car,no_noise,3,1,8.9831,Female,29
039,car,no_noise,2,1,4.9554,Female,29
039,car,no_noise,1,1,7.605,Female,29
039,car,no_noise,2,0,14.4227,Female,29
039,car,no_noise,2,1,2.6378,Female,29
039,car,no_noise,3,0,8.5552,Female,29
039,car,no_noise,3,0,4.9215,Female,29
039,car,no_noise,3,0,6.5051,Female,29
039,car,no_noise,1,0,7.4,Female,29
039,car,no_noise,2,1,12.5859,Female,29
039,car,no_noise,2,1,6.5059,Female,29
039,car,no_noise,3,1,6.8224,Female,29
039,car,no_noise,2,1,4.3229,Female,29
039,car,no_noise,2,1,12.3718,Female,29
039,car,no_noise,3,0,5.5778,Female,29
039,car,no_noise,1,1,3.3249,Female,29
039,car,noise,2,1,9.3229,Female,29
039,car,noise,3,1,4.9102,Female,29
039,car,noise,2,0,7.6488,Female,29
039,car,noise,1,1,12.5148,Female,29
039,car,noise,2,1,4.1254,Female,29
039,car,noise,2,1,3.3941,Female,29
039,car,noise,1,1,9.4088,Female,29
039,car,noise,1,1,6.4138,Female,29
039,car,noise,2,1,5.5298,Female,29
039,car,noise,1,1,3.6841,Female,29
039,car,noise,1,1,5.2191,Female,29
039,car,noise,3,1,4.818,Female,29
039,car,noise,2,1,5.0945,Female,29
039,car,noise,3,1,12.4161,Female,29
039,car,noise,3,1,6.1832,Female,29
039,car,noise,1,0,6.3315,Female,29
039,car,noise,3,0,9.5469,Female,29
039,car,noise,2,1,8.5664,Female,29
039,car,noise,3,0,7.6002,Female,29
039,car,noise,3,0,3.6172,Female,29
039,car,noise,2,0,3.0263,Female,29
039,car,noise,1,0,3.5177,Female,29
039,car,noise,3,0,8.8165,Female,29
039,car,noise,3,1,3.5988,Female,29
040,car,no_noise,3,0,4.5441,Female,38
040,car,no_noise,1,1,4.2864,Female,38
040,car,no_noise,1,1,3.8375,Female,38
040,car,no_noise,2,0,2.4361,Female,38
040,car,no_noise,1,0,3.6017,Female,38
040,car,no_noise,3,0,2.6562,Female,38
040,car,no_noise,3,1,4.3285,Female,38
040,car,no_noise,1,1,6.1289,Female,38
040,car,no_noise,1,1,3.7201,Female,38
040,car,no_noise,3,1,4.7887,Female,38
040,car,no_noise,1,0,3.7442,Female,38
040,car,no_noise,3,1,4.5425,Female,38
040,car,no_noise,3,0,2.5336,Female,38
040,car,no_noise,2,1,1.8435,Female,38
040,car,no_noise,3,1,4.4479,Female,38
040,car,no_noise,2,1,3.1136,Female,38
040,car,no_noise,3,0,4.8842,Female,38
040,car,no_noise,1,1,5.6223,Female,38
040,car,no_noise,3,0,3.5058,Female,38
040,car,no_noise,1,1,4.273,Female,38
040,car,no_noise,1,1,3.23,Female,38
040,car,no_noise,1,1,3.5215,Female,38
040,car,no_noise,3,1,4.852,Female,38
040,car,no_noise,3,0,3.3414,Female,38
040,car,no_noise,2,1,2.9064,Female,38
040,car,no_noise,2,0,2.3844,Female,38
040,car,no_noise,1,0,3.3215,Female,38
040,car,no_noise,2,1,5.0586,Female,38
040,car,no_noise,3,0,3.1309,Female,38
040,car,no_noise,1,1,2.1427,Female,38
040,car,noise,2,1,4.73,Female,38
040,car,noise,3,1,1.4042,Female,38
040,car,noise,3,1,2.3818,Female,38
040,car,noise,2,0,1.925,Female,38
040,car,noise,3,0,1.9515,Female,38
040,car,noise,2,1,1.8283,Female,38
040,car,noise,1,1,2.6483,Female,38
040,car,noise,3,0,1.3138,Female,38
040,car,noise,2,1,1.3133,Female,38
040,car,noise,1,1,1.5987,Female,38
040,car,noise,2,0,1.5886,Female,38
040,car,noise,3,1,1.8755,Female,38
040,car,noise,2,1,2.5916,Female,38
040,car,noise,3,1,2.1384,Female,38
040,car,noise,1,0,3.7791,Female,38
040,car,noise,1,0,4.2035,Female,38
