pid,face,car
339,-9.989999999999995,-2.3930566409798693
340,-2.989999999999995,2.019523380158014
342,2.010000000000005,-0.5535358911791127
344,0.010000000000005116,-5.060221950416415
347,-18.989999999999995,-6.584752946579528
348,1.0100000000000051,6.478155844854605
349,-7.989999999999995,-8.457130914971888
350,3.010000000000005,9.317719211885958
351,-10.989999999999995,-4.598169789962612
352,-2.989999999999995,-0.07415247075715609
353,3.010000000000005,0.9364808392698789
354,16.010000000000005,1.8060036727449158
355,-3.989999999999995,-4.107283227110201
356,12.010000000000005,-3.0783826462953496
357,-10.989999999999995,1.7741436245192017
359,-10.989999999999995,-4.071627156539956
360,-9.989999999999995,-12.99649351119769
361,-2.989999999999995,-0.30159287209218094
362,-4.989999999999995,0.413731677255843
363,3.010000000000005,-1.3231895526517303
364,0.010000000000005116,12.312644358088631
365,3.010000000000005,-4.152240821353648
366,-10.989999999999995,-6.011969455762363
369,8.010000000000005,1.9513119899752134
370,-6.989999999999995,-10.428617190416395
371,8.010000000000005,5.92068237784682
373,-6.989999999999995,-9.515015121181738
374,8.010000000000005,3.743849477375216
375,15.010000000000005,-3.146495468042561
376,-3.989999999999995,-3.5166602520566745
377,1.0100000000000051,9.653360546014264
379,-12.989999999999995,5.937844937048525
382,-1.9899999999999949,-6.226381185409972
383,-3.989999999999995,2.76080765722546
